Ваш SKU *,Название группы вариантов,Название товара *,Бренд *,Применение,Назначение,Название сервиса,Вид поставки,Платформа,Совместимость с ОС,Сервис активации,Номинал карты,Продолжительность подписки,Территория активации,Бонусы,Жанр игры,Количество подключаемых аккаунтов,Возрастное ограничение,Инструкция по активации,Дополнительная информация,Активация после покупки,"Количество упаковок в товаре, шт.",Территория использования
GFT6297,,Подарочная карта Sleeping Dogs: Definitive Edition для Steam | НЕ РФ/СНГ | Оригинальный код,Нет бренда,сервис активации,игры,Sleeping Dogs,электронный ключ,ПК,Windows,Steam,,99 лет,все страны,,"экшн,приключения,открытый мир",1,16+,,"не подходит для аккаунтов РФ, СНГ и КНР",бессрочно,,все страны
GFT6479,,Подарочная карта Smalland: Survive the Wilds для Steam | НЕ РФ/СНГ | Оригинальный код,Нет бренда,сервис активации,игры,Steam,электронный ключ,ПК,Windows,Steam,,99 лет,все страны,,выживание,1,"12+, 16+, 18+",,"не подходит для аккаунтов РФ, СНГ и КНР",бессрочно,,все страны
GFT6262,,Подарочная карта Sonic Racing: CrossWorlds для Steam | НЕ РФ/СНГ | Оригинальный код,SEGA,сервис активации,игры,Sonic Racing: CrossWorlds,электронный ключ,ПК,Windows,Steam,,99 лет,все страны,,гонки,1,6+,,"не подходит для аккаунтов РФ, СНГ и КНР",бессрочно,,все страны
GFT7128,,Подарочная карта SONIC SUPERSTARS для Xbox | НЕ РФ/СНГ | Оригинальный код,Нет бренда,сервис активации,игры,SONIC SUPERSTARS,электронный ключ,"Xbox Series XIS,Xbox One",Windows,Xbox Store,59.99,99 лет,все страны,,,1,16+,,"не подходит для аккаунтов РФ, СНГ и КНР",бессрочно,,все страны
GFT5977,,Подарочная карта Split Fiction для EA App | НЕ РФ/СНГ | Оригинальный код,Electronic Arts,сервис активации,игры,Split Fiction,электронный ключ,ПК,Windows,EA App,49.99,99 лет,все страны,,,1,16+,,"не подходит для аккаунтов РФ, СНГ и КНР",бессрочно,,все страны
GFT6077,,Подарочная карта Split Fiction: Nintendo Switch 2 Edition | Европа | Оригинальный код,Nintendo,сервис активации,игры,Split Fiction,электронный ключ,Nintendo Switch,Android,Nintendo eShop,49.99,99 лет,Европа,,,1,6+,,только для европейских аккаунтов,бессрочно,,Европа
GFT1794,,Подарочная карта Sports для Nintendo Switch | США | Оригинальный код,Nintendo,сервис активации,игры,Nintendo Switch Sports,электронный ключ,Nintendo Switch,Android,Nintendo eShop,,99 лет,США,,,1,7+,,только для американских аккаунтов,бессрочно,,США
GFT1893,Подарочная карта Spotify Premium Австралия,Подарочная карта Spotify Premium на 1 месяц подписки | Австралия | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,1 месяц,Австралия,,,1,16+,,только для австралийских аккаунтов,бессрочно,,Австралия
GFT3919,Подарочная карта Spotify Premium Австрия,Подарочная карта Spotify Premium на 1 месяц подписки | Австрия | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,1 месяц,Австрия,,,1,16+,,только для австрийских аккаунтов,бессрочно,,Австрия
GFT609,Подарочная карта Spotify Premium Аржир,Подарочная карта Spotify Premium на 1 месяц подписки | Алжир | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,1 месяц,Алжир,,,1,16+,,только для аккаунтов Алжира,бессрочно,,Алжир
GFT1186,Подарочная карта Spotify Premium Бельгия,Подарочная карта Spotify Premium на 1 месяц подписки | Бельгия | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,1 месяц,Бельгия,,,1,16+,,только для бельгийских аккаунтов,бессрочно,,Бельгия
GFT1601,Подарочная карта Spotify Premium Бразилия,Подарочная карта Spotify Premium на 1 месяц подписки | Бразилия | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,1 месяц,Бразилия,,,1,16+,,только для бразильских аккаунтов,бессрочно,,Бразилия
GFT1432,Подарочная карта Spotify Premium Великобритания,Подарочная карта Spotify Premium на 1 месяц подписки | Великобритания | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,1 месяц,Великобритания,,,1,16+,,только для британских аккаунтов,бессрочно,,Великобритания
GFT1189,Подарочная карта Spotify Premium Германия,Подарочная карта Spotify Premium на 1 месяц подписки | Германия | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,1 месяц,Германия,,,1,16+,,только для аккаунтов Германии,бессрочно,,Германия
GFT411,Подарочная карта Spotify Premium Индонезия,Подарочная карта Spotify Premium на 1 месяц подписки | Индонезия | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,1 месяц,Индонезия,,,1,16+,,только для индонезийских аккаунтов,бессрочно,,Индонезия
GFT1180,Подарочная карта Spotify Premium Испания,Подарочная карта Spotify Premium на 1 месяц подписки | Испания | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,1 месяц,Испания,,,1,16+,,только для испанских аккаунтов,бессрочно,,Испания
GFT1183,Подарочная карта Spotify Premium Италия,Подарочная карта Spotify Premium на 1 месяц подписки | Италия | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,1 месяц,Италия,,,1,16+,,только для итальянских аккаунтов,бессрочно,,Италия
GFT7075,Подарочная карта Spotify Premium Мексика,Подарочная карта Spotify Premium на 1 месяц подписки | Мексика | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,129,1 месяц,Мексика,,,1,16+,,только для мексиканских аккаунтов,бессрочно,,Мексика
GFT1575,Подарочная карта Spotify Premium Польша,Подарочная карта Spotify Premium на 1 месяц подписки | Польша | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,1 месяц,Польша,,,1,16+,,только для польских аккаунтов,бессрочно,,Польша
GFT5137,Подарочная карта Spotify Premium Португалия,Подарочная карта Spotify Premium на 1 месяц подписки | Португалия | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,7.99,1 месяц,Португалия,,,1,16+,,только для португальских аккаунтов,бессрочно,,Португалия
GFT407,Подарочная карта Spotify Premium Саудовская Аравия,Подарочная карта Spotify Premium на 1 месяц подписки | Саудовская Аравия | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,1 месяц,Саудовская Аравия,,,1,16+,,только для аккаунтов Саудовской Аравии,бессрочно,,Саудовская Аравия
GFT596,Подарочная карта Spotify Premium США,Подарочная карта Spotify Premium на 1 месяц подписки | США | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,1 месяц,США,,,1,16+,,только для американских аккаунтов,бессрочно,,США
GFT1192,Подарочная карта Spotify Premium Франция,Подарочная карта Spotify Premium на 1 месяц подписки | Франция | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,1 месяц,Франция,,,1,16+,,только для французских аккаунтов,бессрочно,,Франция
GFT3922,Подарочная карта Spotify Premium Австрия,Подарочная карта Spotify Premium на 12 месяцев подписки | Австрия | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,12 месяцев,Австрия,,,1,16+,,только для австрийских аккаунтов,бессрочно,,Австрия
GFT612,Подарочная карта Spotify Premium Аржир,Подарочная карта Spotify Premium на 12 месяцев подписки | Алжир | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,12 месяцев,Алжир,,,1,16+,,только для аккаунтов Алжира,бессрочно,,Алжир
GFT7078,Подарочная карта Spotify Premium Мексика,Подарочная карта Spotify Premium на 12 месяцев подписки | Мексика | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,1290,12 месяцев,Мексика,,,1,16+,,только для мексиканских аккаунтов,бессрочно,,Мексика
GFT406,Подарочная карта Spotify Premium ОАЭ,Подарочная карта Spotify Premium на 12 месяцев подписки | ОАЭ | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,12 месяцев,ОАЭ,,,1,16+,,только для аккаунтов ОАЭ,бессрочно,,ОАЭ
GFT410,Подарочная карта Spotify Premium Саудовская Аравия,Подарочная карта Spotify Premium на 12 месяцев подписки | Саудовская Аравия | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,12 месяцев,Саудовская Аравия,,,1,16+,,только для аккаунтов Саудовской Аравии,бессрочно,,Саудовская Аравия
GFT3640,Подарочная карта Spotify Premium США,Подарочная карта Spotify Premium на 12 месяцев подписки | США | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,12 месяцев,США,,,1,16+,,только для американских аккаунтов,бессрочно,,США
GFT1894,Подарочная карта Spotify Premium Австралия,Подарочная карта Spotify Premium на 3 месяца подписки | Австралия | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,3 месяца,Австралия,,,1,16+,,только для австралийских аккаунтов,бессрочно,,Австралия
GFT3920,Подарочная карта Spotify Premium Австрия,Подарочная карта Spotify Premium на 3 месяца подписки | Австрия | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,3 месяца,Австрия,,,1,16+,,только для австрийских аккаунтов,бессрочно,,Австрия
GFT610,Подарочная карта Spotify Premium Аржир,Подарочная карта Spotify Premium на 3 месяца подписки | Алжир | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,3 месяца,Алжир,,,1,16+,,только для аккаунтов Алжира,бессрочно,,Алжир
GFT1187,Подарочная карта Spotify Premium Бельгия,Подарочная карта Spotify Premium на 3 месяца подписки | Бельгия | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,3 месяца,Бельгия,,,1,16+,,только для бельгийских аккаунтов,бессрочно,,Бельгия
GFT1602,Подарочная карта Spotify Premium Бразилия,Подарочная карта Spotify Premium на 3 месяца подписки | Бразилия | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,3 месяца,Бразилия,,,1,16+,,только для бразильских аккаунтов,бессрочно,,Бразилия
GFT1433,Подарочная карта Spotify Premium Великобритания,Подарочная карта Spotify Premium на 3 месяца подписки | Великобритания | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,3 месяца,Великобритания,,,1,16+,,только для британских аккаунтов,бессрочно,,Великобритания
GFT1190,Подарочная карта Spotify Premium Германия,Подарочная карта Spotify Premium на 3 месяца подписки | Германия | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,3 месяца,Германия,,,1,16+,,только для аккаунтов Германии,бессрочно,,Германия
GFT412,Подарочная карта Spotify Premium Индонезия,Подарочная карта Spotify Premium на 3 месяца подписки | Индонезия | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,3 месяца,Индонезия,,,1,16+,,только для индонезийских аккаунтов,бессрочно,,Индонезия
GFT1181,Подарочная карта Spotify Premium Испания,Подарочная карта Spotify Premium на 3 месяца подписки | Испания | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,3 месяца,Испания,,,1,16+,,только для испанских аккаунтов,бессрочно,,Испания
GFT1184,Подарочная карта Spotify Premium Италия,Подарочная карта Spotify Premium на 3 месяца подписки | Италия | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,3 месяца,Италия,,,1,16+,,только для итальянских аккаунтов,бессрочно,,Италия
GFT7076,Подарочная карта Spotify Premium Мексика,Подарочная карта Spotify Premium на 3 месяца подписки | Мексика | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,365,3 месяца,Мексика,,,1,16+,,только для мексиканских аккаунтов,бессрочно,,Мексика
GFT1479,Подарочная карта Spotify Premium ОАЭ,Подарочная карта Spotify Premium на 3 месяца подписки | ОАЭ | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,3 месяца,ОАЭ,,,1,16+,,только для аккаунтов ОАЭ,бессрочно,,ОАЭ
GFT1576,Подарочная карта Spotify Premium Польша,Подарочная карта Spotify Premium на 3 месяца подписки | Польша | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,3 месяца,Польша,,,1,16+,,только для польских аккаунтов,бессрочно,,Польша
GFT5138,Подарочная карта Spotify Premium Португалия,Подарочная карта Spotify Premium на 3 месяца подписки | Португалия | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,23.99,3 месяца,Португалия,,,1,16+,,только для португальских аккаунтов,бессрочно,,Португалия
GFT408,Подарочная карта Spotify Premium Саудовская Аравия,Подарочная карта Spotify Premium на 3 месяца подписки | Саудовская Аравия | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,3 месяца,Саудовская Аравия,,,1,16+,,только для аккаунтов Саудовской Аравии,бессрочно,,Саудовская Аравия
GFT597,Подарочная карта Spotify Premium США,Подарочная карта Spotify Premium на 3 месяца подписки | США | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,3 месяца,США,,,1,16+,,только для американских аккаунтов,бессрочно,,США
GFT1193,Подарочная карта Spotify Premium Франция,Подарочная карта Spotify Premium на 3 месяца подписки | Франция | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,3 месяца,Франция,,,1,16+,,только для французских аккаунтов,бессрочно,,Франция
GFT1895,Подарочная карта Spotify Premium Австралия,Подарочная карта Spotify Premium на 6 месяцев подписки | Австралия | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,6 месяцев,Австралия,,,1,16+,,только для австралийских аккаунтов,бессрочно,,Австралия
GFT3921,Подарочная карта Spotify Premium Австрия,Подарочная карта Spotify Premium на 6 месяцев подписки | Австрия | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,6 месяцев,Австрия,,,1,16+,,только для австрийских аккаунтов,бессрочно,,Австрия
GFT611,Подарочная карта Spotify Premium Аржир,Подарочная карта Spotify Premium на 6 месяцев подписки | Алжир | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,6 месяцев,Алжир,,,1,16+,,только для аккаунтов Алжира,бессрочно,,Алжир
GFT1188,Подарочная карта Spotify Premium Бельгия,Подарочная карта Spotify Premium на 6 месяцев подписки | Бельгия | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,6 месяцев,Бельгия,,,1,16+,,только для бельгийских аккаунтов,бессрочно,,Бельгия
GFT1603,Подарочная карта Spotify Premium Бразилия,Подарочная карта Spotify Premium на 6 месяцев подписки | Бразилия | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,6 месяцев,Бразилия,,,1,16+,,только для бразильских аккаунтов,бессрочно,,Бразилия
GFT1434,Подарочная карта Spotify Premium Великобритания,Подарочная карта Spotify Premium на 6 месяцев подписки | Великобритания | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,6 месяцев,Великобритания,,,1,16+,,только для британских аккаунтов,бессрочно,,Великобритания
GFT1191,Подарочная карта Spotify Premium Германия,Подарочная карта Spotify Premium на 6 месяцев подписки | Германия | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,6 месяцев,Германия,,,1,16+,,только для аккаунтов Германии,бессрочно,,Германия
GFT413,Подарочная карта Spotify Premium Индонезия,Подарочная карта Spotify Premium на 6 месяцев подписки | Индонезия | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,6 месяцев,Индонезия,,,1,16+,,только для индонезийских аккаунтов,бессрочно,,Индонезия
GFT1182,Подарочная карта Spotify Premium Испания,Подарочная карта Spotify Premium на 6 месяцев подписки | Испания | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,6 месяцев,Испания,,,1,16+,,только для испанских аккаунтов,бессрочно,,Испания
GFT1185,Подарочная карта Spotify Premium Италия,Подарочная карта Spotify Premium на 6 месяцев подписки | Италия | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,6 месяцев,Италия,,,1,16+,,только для итальянских аккаунтов,бессрочно,,Италия
GFT7077,Подарочная карта Spotify Premium Мексика,Подарочная карта Spotify Premium на 6 месяцев подписки | Мексика | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,695,6 месяцев,Мексика,,,1,16+,,только для мексиканских аккаунтов,бессрочно,,Мексика
GFT405,Подарочная карта Spotify Premium ОАЭ,Подарочная карта Spotify Premium на 6 месяцев подписки | ОАЭ | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,6 месяцев,ОАЭ,,,1,16+,,только для аккаунтов ОАЭ,бессрочно,,ОАЭ
GFT1577,Подарочная карта Spotify Premium Польша,Подарочная карта Spotify Premium на 6 месяцев подписки | Польша | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,6 месяцев,Польша,,,1,16+,,только для польских аккаунтов,бессрочно,,Польша
GFT5139,Подарочная карта Spotify Premium Португалия,Подарочная карта Spotify Premium на 6 месяцев подписки | Португалия | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,47.99,6 месяцев,Португалия,,,1,16+,,только для португальских аккаунтов,бессрочно,,Португалия
GFT409,Подарочная карта Spotify Premium Саудовская Аравия,Подарочная карта Spotify Premium на 6 месяцев подписки | Саудовская Аравия | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,6 месяцев,Саудовская Аравия,,,1,16+,,только для аккаунтов Саудовской Аравии,бессрочно,,Саудовская Аравия
GFT598,Подарочная карта Spotify Premium США,Подарочная карта Spotify Premium на 6 месяцев подписки | США | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Linux,macOS,iOS,Android,Windows",Spotify,60,6 месяцев,США,,,1,16+,,только для американских аккаунтов,бессрочно,,США
GFT1194,Подарочная карта Spotify Premium Франция,Подарочная карта Spotify Premium на 6 месяцев подписки | Франция | Оригинальный код,Spotify,оплата подписки,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,,6 месяцев,Франция,,,1,16+,,только для французских аккаунтов,бессрочно,,Франция
GFT1356,Подарочная карта Spotify Gift Ирландия,Подарочная карта Spotify на 10 Евро | Ирландия | Оригинальный код,Spotify,пополнение счета,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,10,99 лет,Ирландия,,,1,16+,,только для ирландских аккаунтов,бессрочно,,Ирландия
GFT1359,Подарочная карта Spotify Gift Нидерланды,Подарочная карта Spotify на 10 Евро | Нидерланды | Оригинальный код,Spotify,пополнение счета,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Linux,macOS,iOS,Android,Windows",Spotify,10,99 лет,Нидерланды,,,1,16+,,только для аккаунтов Нидерландов,бессрочно,,Нидерланды
GFT1357,Подарочная карта Spotify Gift Ирландия,Подарочная карта Spotify на 30 Евро | Ирландия | Оригинальный код,Spotify,пополнение счета,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,30,99 лет,Ирландия,,,1,16+,,только для ирландских аккаунтов,бессрочно,,Ирландия
GFT1360,Подарочная карта Spotify Gift Нидерланды,Подарочная карта Spotify на 30 Евро | Нидерланды | Оригинальный код,Spotify,пополнение счета,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,30,99 лет,Нидерланды,,,1,16+,,только для аккаунтов Нидерландов,бессрочно,,Нидерланды
GFT1358,Подарочная карта Spotify Gift Ирландия,Подарочная карта Spotify на 60 Евро | Ирландия | Оригинальный код,Spotify,пополнение счета,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,60,99 лет,Ирландия,,,1,16+,,только для ирландских аккаунтов,бессрочно,,Ирландия
GFT1361,Подарочная карта Spotify Gift Нидерланды,Подарочная карта Spotify на 60 Евро | Нидерланды | Оригинальный код,Spotify,пополнение счета,музыка,Spotify,электронный ключ,"мобильное устройство,ПК","Windows,macOS,Linux,iOS,Android",Spotify,60,99 лет,Нидерланды,,,1,16+,,только для аккаунтов Нидерландов,бессрочно,,Нидерланды
GFT6718,,Подарочная карта Squad Commander Edition для Steam | CIS | Оригинальный код,Нет бренда,сервис активации,игры,Squad Commander Edition,электронный ключ,ПК,Windows,Steam,41.99,99 лет,CIS,,"экшн,стратегия",1,16+,,для аккаунтов CIS,бессрочно,,CIS
GFT6716,,Подарочная карта Squad Commander Edition для Steam | НЕ РФ/СНГ | Оригинальный код,Нет бренда,сервис активации,игры,Squad Commander Edition,электронный ключ,ПК,Windows,Steam,69.99,99 лет,все страны,,"шутер,симулятор",1,16+,,"не подходит для аккаунтов РФ, СНГ и КНР",бессрочно,,все страны
GFT6717,,Подарочная карта Squad для Steam | CIS | Оригинальный код,Нет бренда,сервис активации,игры,Squad,электронный ключ,ПК,Windows,Steam,29.99,99 лет,CIS,,экшн,1,16+,,для аккаунтов CIS,бессрочно,,CIS
GFT6715,,Подарочная карта Squad для Steam | НЕ РФ/СНГ | Оригинальный код,Нет бренда,сервис активации,игры,Squad,электронный ключ,ПК,Windows,Steam,49.99,99 лет,все страны,,,1,16+,,"не подходит для аккаунтов РФ, СНГ и КНР",бессрочно,,все страны
GFT6431,,Подарочная карта Star Fire: Eternal Cycle для Steam | НЕ РФ/СНГ | Оригинальный код,Indie Games Studio,сервис активации,игры,Steam,электронный ключ,ПК,Windows,Steam,,99 лет,все страны,,открытый мир,1,12+,,"не подходит для аккаунтов РФ, СНГ и КНР",бессрочно,,все страны
GFT6433,,Подарочная карта Starfield Digital Premium Edition Upgrade для Steam | НЕ РФ/СНГ | Оригинальный код,Bethesda Softworks,сервис активации,игры,Steam,электронный ключ,ПК,Windows,Steam,,99 лет,все страны,,"RPG,экшн",1,16+,,"не подходит для аккаунтов РФ, СНГ и КНР",бессрочно,,все страны
GFT6434,,Подарочная карта Starfield Digital Premium Edition для Steam | НЕ РФ/СНГ | Оригинальный код,Bethesda Softworks,сервис активации,игры,Steam,электронный ключ,ПК,Windows,Steam,,99 лет,все страны,,"приключения,RPG",1,16+,,"не подходит для аккаунтов РФ, СНГ и КНР",бессрочно,,все страны
GFT6913,,Подарочная карта Starfield для Steam | ASIA | Оригинальный код,Нет бренда,сервис активации,игры,Starfield,электронный ключ,ПК,Windows,Steam,42.99,99 лет,все страны,,открытый мир,1,16+,,"не подходит для аккаунтов РФ, СНГ и КНР",бессрочно,,все страны
GFT6031,,Подарочная карта Starfield для Steam | CIS | Оригинальный код,Bethesda Softworks,сервис активации,игры,Starfield,электронный ключ,ПК,Windows,Steam,42.99,99 лет,страны СНГ,,,1,16+,,для аккаунтов CIS,бессрочно,,страны СНГ
GFT6853,,Подарочная карта Starfield для Steam | LATAM | Оригинальный код,Нет бренда,сервис активации,игры,Starfield,электронный ключ,ПК,Windows,Steam,41.99,99 лет,LATAM,,,1,16+,,для аккаунтов LATAM,бессрочно,,LATAM
GFT6852,,Подарочная карта Starfield для Steam | MENA | Оригинальный код,Нет бренда,сервис активации,игры,Starfield,электронный ключ,ПК,Windows,Steam,41.99,99 лет,MENA,,любой жанр,1,16+,,для аккаунтов MENA,бессрочно,,MENA
GFT6432,,Подарочная карта Starfield для Steam | НЕ РФ/СНГ | Оригинальный код,Bethesda Softworks,сервис активации,игры,Steam,электронный ключ,ПК,Windows,Steam,,99 лет,все страны,,приключения,1,без ограничений,,"не подходит для аккаунтов РФ, СНГ и КНР",бессрочно,,все страны
GFT6033,,Подарочная карта Starfield для Xbox | Не РФ/СНГ | Оригинальный код,Bethesda Softworks,сервис активации,игры,Starfield,электронный ключ,"Xbox Series XIS,Xbox One,Xbox 360",Windows,Xbox Store,69.99,99 лет,все страны,,открытый мир,1,18+,,"не подходит для аккаунтов РФ, СНГ и КНР",бессрочно,,все страны
